,Unnamed: 0,FileName,XMin,XMax,YMin,YMax,ClassName,img_id
29,29,005_42f8e4fbcc_o.jpg,0.013363,0.4543430000000001,0.23,0.651875,Mobile phone,f366a9bca00c2508
30,30,005_450dfcab57_o.jpg,0.193125,0.999375,0.373596,0.655431,Mobile phone,be7ec3b128bdf272
31,31,005_450dfcab57_o.jpg,0.044375,0.63,0.389513,0.546816,Mobile phone,be7ec3b128bdf272
32,32,005_a4a081019c_o.jpg,0.305,0.44625,0.345216,0.541276,Person,1f780fbc1833a24a
33,33,005_a4a081019c_o.jpg,0.07875,0.999375,0.336773,0.994371,Car,1f780fbc1833a24a
34,34,005_a4a081019c_o.jpg,0.28625,0.466875,0.282364,0.413696,Car,1f780fbc1833a24a
35,35,005_a4a081019c_o.jpg,0.45875,0.620625,0.276735,0.35178200000000004,Car,1f780fbc1833a24a
36,36,005_a4a081019c_o.jpg,0.59375,0.999375,0.173546,0.6463409999999999,Car,1f780fbc1833a24a
37,37,005_e45e721181_o.jpg,0.299375,0.685,0.07839600000000001,0.8951690000000001,Person,fb8ae59f1556432d
38,38,005_e45e721181_o.jpg,0.375,0.425,0.041021,0.13856,Person,fb8ae59f1556432d
39,39,005_e45e721181_o.jpg,0.495625,0.956875,0.4567,0.939836,Person,fb8ae59f1556432d
40,40,005_e45e721181_o.jpg,0.51125,0.593125,0.090246,0.364631,Person,fb8ae59f1556432d
41,41,006_558373b320_o.jpg,0.161157,0.695592,0.0,0.999375,Person,16264b67fea7ce9d
42,42,006_558373b320_o.jpg,0.17562,0.8126720000000001,0.170625,0.6025,Guitar,16264b67fea7ce9d
43,43,006_69ae0e5052_o.jpg,0.296435,0.935272,0.143125,0.936875,Person,2092ed75182ea8a9
44,44,006_69ae0e5052_o.jpg,0.278612,0.966229,0.26875,0.69125,Guitar,2092ed75182ea8a9
45,45,006_6d6f1d55f0_o.jpg,0.278125,0.999375,0.0,0.999167,Car,b5f99d24d56ca0b2
46,46,006_82914f38bd_o.jpg,0.288333,0.355,0.75375,0.87,Mobile phone,0869ca4583dac248
47,47,006_82914f38bd_o.jpg,0.32,0.445,0.80875,0.875,Mobile phone,0869ca4583dac248
48,48,006_82914f38bd_o.jpg,0.736667,0.785,0.775,0.845,Mobile phone,0869ca4583dac248
49,49,006_82914f38bd_o.jpg,0.771667,0.825,0.77125,0.84375,Mobile phone,0869ca4583dac248
50,50,006_8c57112180_o.jpg,0.0,0.05625,0.36875,0.735417,Person,24bc8803177cdf3e
51,51,006_8c57112180_o.jpg,0.023438,0.1125,0.366667,0.75,Person,24bc8803177cdf3e
52,52,006_8c57112180_o.jpg,0.09375,0.182812,0.377083,0.76875,Person,24bc8803177cdf3e
53,53,006_8c57112180_o.jpg,0.128125,0.19375,0.379167,0.683333,Person,24bc8803177cdf3e
54,54,006_8c57112180_o.jpg,0.210938,0.271875,0.39375,0.533333,Person,24bc8803177cdf3e
55,55,006_8c57112180_o.jpg,0.26875,0.335938,0.385417,0.5875,Person,24bc8803177cdf3e
56,56,006_8c57112180_o.jpg,0.4625,0.515625,0.36875,0.520833,Person,24bc8803177cdf3e
57,57,006_8c57112180_o.jpg,0.804688,0.907812,0.30625,0.63125,Person,24bc8803177cdf3e
58,58,006_df8054ec74_o.jpg,0.070625,0.948125,0.112258,0.905806,Car,02aebbbc6bfc29d0
59,59,006_df8054ec74_o.jpg,0.003125,0.18875,0.098065,0.576774,Car,02aebbbc6bfc29d0
60,60,006_df8054ec74_o.jpg,0.175625,0.385,0.08258099999999999,0.296774,Car,02aebbbc6bfc29d0
61,61,007_005332e1fe_o.jpg,0.2675,0.9225,0.5908329999999999,0.8175,Guitar,ac1b215d82b6d549
62,62,007_005332e1fe_o.jpg,0.32875,0.99875,0.113333,0.806667,Person,ac1b215d82b6d549
63,63,007_005332e1fe_o.jpg,0.515,0.99875,0.4975,0.9475,Person,ac1b215d82b6d549
64,64,007_005332e1fe_o.jpg,0.2975,0.99875,0.775,0.933333,Guitar,ac1b215d82b6d549
65,65,007_6bb7ec9d0f_o.jpg,0.60375,0.9375,0.212913,0.960799,Person,82847d83ff6b9dbf
66,66,007_6bb7ec9d0f_o.jpg,0.464375,0.669375,0.275173,0.754035,Person,82847d83ff6b9dbf
67,67,007_6bb7ec9d0f_o.jpg,0.815,0.93625,0.266718,0.477325,Person,82847d83ff6b9dbf
68,68,007_6bb7ec9d0f_o.jpg,0.284375,0.523125,0.388163,0.637202,Car,82847d83ff6b9dbf
69,69,007_dac1a65160_o.jpg,0.335,0.3575,0.694375,0.74375,Person,05bccc1559d41f53
70,70,007_dac1a65160_o.jpg,0.360833,0.385833,0.686875,0.744375,Person,05bccc1559d41f53
71,71,008_0c1ce4dc65_o.jpg,0.160976,0.5105689999999999,0.058537,0.269919,Car,69535b7f860873de
72,72,008_0c1ce4dc65_o.jpg,0.504065,0.995122,0.009756,0.495935,Car,69535b7f860873de
73,73,008_6d2227c26d_o.jpg,0.0,0.999375,0.100187,0.999064,Guitar,8e61903dbb85778a
74,74,010_10dab130f1_o.jpg,0.716698,0.841463,0.56875,0.66125,Person,b4a4575dc0777b1f
75,75,010_10dab130f1_o.jpg,0.463415,0.999062,0.61375,0.96375,Car,b4a4575dc0777b1f
76,76,010_2bda5a5e11_o.jpg,0.113503,0.460861,0.340625,0.685625,Mobile phone,92ea7646acf5c889
77,77,010_2bda5a5e11_o.jpg,0.14775,0.27593,0.470625,0.585,Mobile phone,92ea7646acf5c889
78,78,010_48199542c3_o.jpg,0.822917,0.927083,0.094727,0.473633,Person,0a7aa4121f0ccac0
79,79,010_48199542c3_o.jpg,0.078125,0.973307,0.193359,1.0,Car,0a7aa4121f0ccac0
80,80,010_48199542c3_o.jpg,0.134115,0.149089,0.13378900000000002,0.1875,Person,0a7aa4121f0ccac0
81,81,010_48199542c3_o.jpg,0.179036,0.199219,0.137695,0.185547,Person,0a7aa4121f0ccac0
82,82,010_48199542c3_o.jpg,0.240234,0.266276,0.166016,0.191406,Person,0a7aa4121f0ccac0
83,83,010_48199542c3_o.jpg,0.271484,0.300781,0.14746099999999998,0.183594,Person,0a7aa4121f0ccac0
84,84,010_48199542c3_o.jpg,0.304688,0.339193,0.129883,0.191406,Person,0a7aa4121f0ccac0
85,85,010_48199542c3_o.jpg,0.419922,0.443359,0.12207,0.1875,Person,0a7aa4121f0ccac0
86,86,010_48199542c3_o.jpg,0.450521,0.471354,0.120117,0.179688,Person,0a7aa4121f0ccac0
87,87,010_48199542c3_o.jpg,0.527995,0.553385,0.098633,0.14746099999999998,Person,0a7aa4121f0ccac0
88,88,010_48199542c3_o.jpg,0.55599,0.5839840000000001,0.114258,0.15332,Person,0a7aa4121f0ccac0
89,89,010_48199542c3_o.jpg,0.5983069999999999,0.626302,0.09375,0.183594,Person,0a7aa4121f0ccac0
90,90,010_48199542c3_o.jpg,0.0,0.064453,0.183594,0.481445,Car,0a7aa4121f0ccac0
91,91,010_48199542c3_o.jpg,0.0,0.115885,0.080078,0.225586,Car,0a7aa4121f0ccac0
92,92,010_48199542c3_o.jpg,0.460938,0.999349,0.076172,0.379883,Car,0a7aa4121f0ccac0
93,93,011_50943c14c7_o.jpg,0.116875,0.785,0.057596,0.928214,Person,fb52f82f8b234579
94,94,011_76df6b5215_o.jpg,0.51125,0.660625,0.511667,0.984167,Person,3b488d6fc704167f
95,95,011_8fdc096f4b_o.jpg,0.003125,0.214375,0.346154,0.984991,Person,1200419226023246
96,96,011_8fdc096f4b_o.jpg,0.335,0.59,0.35178200000000004,0.938086,Person,1200419226023246
97,97,011_8fdc096f4b_o.jpg,0.70625,0.879375,0.34803,0.928705,Person,1200419226023246
98,98,011_8fdc096f4b_o.jpg,0.334375,0.601875,0.518762,0.712946,Guitar,1200419226023246
99,99,011_a95a803ece_o.jpg,0.206875,0.8,0.345249,0.800564,Mobile phone,2af6fae7569b30d3
100,100,011_c404716ae0_o.jpg,0.379375,0.5725,0.176083,0.806026,Person,8a3a2d0e0375a1f6
101,101,011_c404716ae0_o.jpg,0.365,0.580625,0.35028200000000004,0.580038,Guitar,8a3a2d0e0375a1f6
102,102,011_c404716ae0_o.jpg,0.300625,0.358125,0.6129939999999999,0.747646,Person,8a3a2d0e0375a1f6
103,103,011_c404716ae0_o.jpg,0.650625,0.77875,0.432203,0.788136,Person,8a3a2d0e0375a1f6
104,104,011_c404716ae0_o.jpg,0.685625,0.7625,0.4708100000000001,0.6177020000000001,Guitar,8a3a2d0e0375a1f6
105,105,011_d02290cfb5_o.jpg,0.27875,0.999375,0.370544,0.999062,Guitar,b39fd2f6ef92a606
106,106,012_29222b5c4b_o.jpg,0.0,0.563,0.264264,0.765766,Mobile phone,411634bdebf11676
107,107,012_29222b5c4b_o.jpg,0.28600000000000003,0.9179999999999999,0.178679,0.68018,Mobile phone,411634bdebf11676
108,108,012_29222b5c4b_o.jpg,0.624,0.9990000000000001,0.172673,0.605105,Mobile phone,411634bdebf11676
109,109,012_449dd6a184_o.jpg,0.143125,0.336875,0.495833,0.745833,Guitar,5fdc5bc1d10debd7
110,110,012_449dd6a184_o.jpg,0.09875,0.29,0.3275,0.999167,Person,5fdc5bc1d10debd7
111,111,012_449dd6a184_o.jpg,0.20125,0.32,0.414167,0.595,Person,5fdc5bc1d10debd7
112,112,012_449dd6a184_o.jpg,0.4,0.52125,0.283333,0.643333,Person,5fdc5bc1d10debd7
113,113,012_449dd6a184_o.jpg,0.451875,0.775625,0.4125,0.8875,Person,5fdc5bc1d10debd7
114,114,012_449dd6a184_o.jpg,0.690625,0.82375,0.315833,0.82,Person,5fdc5bc1d10debd7
115,115,012_449dd6a184_o.jpg,0.90625,0.999375,0.346667,0.999167,Person,5fdc5bc1d10debd7
116,116,012_449dd6a184_o.jpg,0.4175,0.554375,0.359167,0.505,Guitar,5fdc5bc1d10debd7
117,117,012_49329acddf_o.jpg,0.048437,0.365625,0.1375,0.872917,Person,66a18d9a3b6fbb1e
118,118,013_25b9047084_o.jpg,0.24625,0.69875,0.391156,0.692177,Car,41b81561d3ed6e68
119,119,013_53ba3bbe0f_o.jpg,0.273616,0.739414,0.153646,0.985677,Person,02c3d9c6dc6dc533
120,120,013_53ba3bbe0f_o.jpg,0.200326,0.252443,0.779948,0.833333,Person,02c3d9c6dc6dc533
121,121,013_53ba3bbe0f_o.jpg,0.827362,0.920195,0.63151,0.6914060000000001,Person,02c3d9c6dc6dc533
122,122,013_8ec576e7b2_o.jpg,0.65082,0.790164,0.604878,0.87561,Mobile phone,52a70925b925c342
123,123,013_8ec576e7b2_o.jpg,0.236066,0.316393,0.308537,0.481707,Mobile phone,52a70925b925c342
124,124,013_a88883ae69_o.jpg,0.535625,0.69875,0.139493,0.711957,Person,1ca13af59ee868e8
125,125,013_bf2f34e34f_o.jpg,0.359375,0.77125,0.656667,0.994167,Car,729f89799e2a7aeb
126,126,013_ce71dbafd4_o.jpg,0.176563,0.55625,0.572917,0.997917,Mobile phone,62f50d75b29af968
127,127,013_ce71dbafd4_o.jpg,0.0,0.06875,0.245833,0.31666700000000003,Car,62f50d75b29af968
128,128,013_ce71dbafd4_o.jpg,0.278125,0.31875,0.258333,0.31875,Car,62f50d75b29af968
129,129,013_ce71dbafd4_o.jpg,0.671875,0.751562,0.272917,0.320833,Car,62f50d75b29af968
130,130,013_ce71dbafd4_o.jpg,0.8796870000000001,0.9375,0.289583,0.34375,Car,62f50d75b29af968
131,131,013_d7b7cf4b81_o.jpg,0.035651,0.999109,0.170625,0.999375,Person,8745b30c5a45486e
132,132,014_16eb5b348d_o.jpg,0.38,0.943333,0.0,0.895625,Guitar,8558bf1e93cd1872
133,133,014_16eb5b348d_o.jpg,0.0075,0.588333,0.0,0.999375,Guitar,8558bf1e93cd1872
134,134,014_69bac81eb7_o.jpg,0.0,0.4575,0.089167,0.523333,Car,c625f782284529b7
135,135,014_69bac81eb7_o.jpg,0.060625,0.97,0.05,0.971667,Car,c625f782284529b7
136,136,014_8a8df4e5cc_o.jpg,0.08,0.166875,0.394167,0.4925,Person,ab1a82c69a8b33dc
137,137,014_8a8df4e5cc_o.jpg,0.11625,0.179375,0.508333,0.616667,Person,ab1a82c69a8b33dc
138,138,014_8a8df4e5cc_o.jpg,0.138125,0.235,0.4025,0.52,Person,ab1a82c69a8b33dc
139,139,014_8a8df4e5cc_o.jpg,0.22625,0.323125,0.4025,0.526667,Person,ab1a82c69a8b33dc
140,140,014_8a8df4e5cc_o.jpg,0.375,0.474375,0.421667,0.554167,Person,ab1a82c69a8b33dc
141,141,014_8a8df4e5cc_o.jpg,0.39125,0.45875,0.566667,0.660833,Person,ab1a82c69a8b33dc
142,142,014_8a8df4e5cc_o.jpg,0.46375,0.57,0.444167,0.725,Person,ab1a82c69a8b33dc
143,143,014_8a8df4e5cc_o.jpg,0.7625,0.908125,0.415,0.788333,Person,ab1a82c69a8b33dc
144,144,014_d4eeeff8d2_o.jpg,0.249023,0.417969,0.127771,0.585398,Person,0a1d868ba728ae2f
145,145,014_d4eeeff8d2_o.jpg,0.7089840000000001,0.8613280000000001,0.140808,0.642764,Person,0a1d868ba728ae2f
146,146,015_41eec5afaa_o.jpg,0.11625,0.313125,0.146893,0.926554,Person,d1cde7356f6dfb7b
147,147,015_41eec5afaa_o.jpg,0.200625,0.435,0.031073000000000007,0.946328,Person,d1cde7356f6dfb7b
148,148,015_41eec5afaa_o.jpg,0.4375,0.58375,0.207156,0.8804139999999999,Person,d1cde7356f6dfb7b
149,149,015_41eec5afaa_o.jpg,0.5825,0.74,0.198682,0.8917139999999999,Person,d1cde7356f6dfb7b
150,150,015_41eec5afaa_o.jpg,0.74,0.915625,0.1742,0.902072,Person,d1cde7356f6dfb7b
151,151,015_86c7514e08_o.jpg,0.025,0.428125,0.0,0.628023,Person,15a5f09e32a262e8
152,152,015_86c7514e08_o.jpg,0.455,0.74875,0.0,0.599666,Person,15a5f09e32a262e8
153,153,015_86c7514e08_o.jpg,0.93125,0.999375,0.15596300000000002,0.486239,Person,15a5f09e32a262e8
154,154,015_c19683cffe_o.jpg,0.079375,0.31125,0.0,0.999062,Guitar,2db092810f763961
155,155,015_ca1270b8b4_o.jpg,0.395117,0.769145,0.623333,0.955,Car,04a8a9b075fbb0dd
156,156,015_ca1270b8b4_o.jpg,0.042175,0.09101,0.63,0.695,Car,04a8a9b075fbb0dd
157,157,015_ca1270b8b4_o.jpg,0.084351,0.14761400000000002,0.633333,0.726667,Car,04a8a9b075fbb0dd
158,158,015_ca1270b8b4_o.jpg,0.127636,0.18535,0.623333,0.716667,Car,04a8a9b075fbb0dd
159,159,015_ca1270b8b4_o.jpg,0.653718,0.8068810000000001,0.621667,0.691667,Car,04a8a9b075fbb0dd
160,160,015_ca1270b8b4_o.jpg,0.770255,0.831299,0.608333,0.685,Car,04a8a9b075fbb0dd
161,161,015_ca1270b8b4_o.jpg,0.8468370000000001,0.988901,0.593333,0.706667,Car,04a8a9b075fbb0dd
162,162,015_e6d2f42698_o.jpg,0.315625,0.385625,0.3675,0.6075,Person,ca9955980b9b6897
163,163,015_e6d2f42698_o.jpg,0.350625,0.36625,0.401667,0.433333,Person,ca9955980b9b6897
164,164,015_e6d2f42698_o.jpg,0.365,0.394375,0.3725,0.4775,Person,ca9955980b9b6897
165,165,015_e6d2f42698_o.jpg,0.400625,0.436875,0.423333,0.605833,Person,ca9955980b9b6897
166,166,015_e6d2f42698_o.jpg,0.436875,0.478125,0.356667,0.605833,Person,ca9955980b9b6897
167,167,015_e6d2f42698_o.jpg,0.469375,0.49375,0.465,0.6075,Person,ca9955980b9b6897
168,168,016_183e1198a5_o.jpg,0.00125,0.71125,0.026266,0.694184,Mobile phone,548d4913bdadacb0
169,169,016_4fb4d70e6c_o.jpg,0.187617,0.857411,0.156875,0.805,Person,17e10e1a50146abf
170,170,016_4fb4d70e6c_o.jpg,0.150094,0.910882,0.321875,0.6475,Guitar,17e10e1a50146abf
171,171,016_a9a99b432d_o.jpg,0.148125,0.956875,0.336783,0.817498,Car,80150ea94bc0c61e
172,172,017_76c780f607_o.jpg,0.0,0.0825,0.338649,0.5197,Car,ef0ed38184ebd134
173,173,017_76c780f607_o.jpg,0.050625,0.79875,0.287054,0.798311,Car,ef0ed38184ebd134
174,174,017_76c780f607_o.jpg,0.091875,0.14875,0.338649,0.4212010000000001,Car,ef0ed38184ebd134
175,175,017_76c780f607_o.jpg,0.619375,0.715625,0.393996,0.463415,Car,ef0ed38184ebd134
176,176,017_c79bf2deb6_o.jpg,0.598333,0.933333,0.295,0.72625,Mobile phone,605f004e291411f3
177,177,017_c79bf2deb6_o.jpg,0.486667,0.635,0.31875,0.67375,Mobile phone,605f004e291411f3
178,178,018_12d573b571_o.jpg,0.06,0.2025,0.2775,0.785833,Person,75ce19dae014af08
179,179,018_12d573b571_o.jpg,0.261875,0.3225,0.336667,0.5125,Person,75ce19dae014af08
180,180,018_12d573b571_o.jpg,0.32,0.3675,0.370833,0.484167,Person,75ce19dae014af08
181,181,018_12d573b571_o.jpg,0.39625,0.63375,0.309167,0.92,Person,75ce19dae014af08
182,182,018_12d573b571_o.jpg,0.59125,0.63,0.3275,0.39,Person,75ce19dae014af08
183,183,018_12d573b571_o.jpg,0.619375,0.728125,0.315833,0.730833,Person,75ce19dae014af08
184,184,018_12d573b571_o.jpg,0.63,0.661875,0.341667,0.391667,Person,75ce19dae014af08
185,185,018_12d573b571_o.jpg,0.703125,0.925625,0.286667,0.9825,Person,75ce19dae014af08
186,186,018_12d573b571_o.jpg,0.891875,0.999375,0.335,0.663333,Person,75ce19dae014af08
187,187,018_12d573b571_o.jpg,0.17875,0.778125,0.369167,0.7775,Car,75ce19dae014af08
188,188,018_2513c293b0_o.jpg,0.635417,0.721875,0.810938,0.967188,Person,c5969bdd859beb9d
189,189,018_2513c293b0_o.jpg,0.733333,0.829167,0.810938,0.972656,Person,c5969bdd859beb9d
190,190,018_4cb8c03234_o.jpg,0.5375,0.826875,0.581613,0.794559,Guitar,8ec432ec0529d2f6
191,191,018_4cb8c03234_o.jpg,0.035,0.54375,0.705441,0.999062,Guitar,8ec432ec0529d2f6
192,192,018_74c175c021_o.jpg,0.469375,0.638125,0.185741,0.9803,Person,243180c99ee23994
193,193,018_74c175c021_o.jpg,0.293125,0.48625,0.168856,0.924953,Person,243180c99ee23994
194,194,018_74c175c021_o.jpg,0.284375,0.544375,0.348968,0.551595,Guitar,243180c99ee23994
195,195,018_74c175c021_o.jpg,0.48125,0.68625,0.422139,0.641651,Guitar,243180c99ee23994
196,196,018_7ac7caf7f4_o.jpg,0.277778,0.531111,0.183432,0.8343200000000001,Person,d549f9450a2a6694
197,197,018_7ac7caf7f4_o.jpg,0.5444439999999999,0.8511110000000001,0.600592,0.997041,Person,d549f9450a2a6694
198,198,018_7ac7caf7f4_o.jpg,0.611111,0.64,0.236686,0.272189,Person,d549f9450a2a6694
199,199,018_7ac7caf7f4_o.jpg,0.231111,0.733333,0.257396,0.491124,Car,d549f9450a2a6694
200,200,018_7ac7caf7f4_o.jpg,0.722222,0.997778,0.304734,0.642012,Car,d549f9450a2a6694
201,201,018_7ac7caf7f4_o.jpg,0.768889,0.975556,0.269231,0.363905,Car,d549f9450a2a6694
202,202,018_7ac7caf7f4_o.jpg,0.791111,0.997778,0.260355,0.390533,Car,d549f9450a2a6694
203,203,019_052038763b_o.jpg,0.70375,0.891875,0.490833,0.768333,Guitar,aaa7601c034e1593
204,204,019_2b435c6e12_o.jpg,0.26625,0.81375,0.051883000000000006,0.978243,Mobile phone,bc29126d409407e8
205,205,019_60c9d78a7e_o.jpg,0.760417,0.8923610000000001,0.201671,0.75537,Person,834b2692f18646a3
206,206,019_60c9d78a7e_o.jpg,0.0,0.226389,0.199284,0.8639620000000001,Person,834b2692f18646a3
207,207,019_60c9d78a7e_o.jpg,0.193056,0.236806,0.349642,0.5680189999999999,Person,834b2692f18646a3
208,208,019_60c9d78a7e_o.jpg,0.322917,0.33402800000000005,0.414081,0.495227,Person,834b2692f18646a3
209,209,019_60c9d78a7e_o.jpg,0.336806,0.345833,0.427208,0.484487,Person,834b2692f18646a3
210,210,019_60c9d78a7e_o.jpg,0.376389,0.425694,0.365155,0.559666,Person,834b2692f18646a3
211,211,019_60c9d78a7e_o.jpg,0.5180560000000001,0.546528,0.387828,0.5083529999999999,Person,834b2692f18646a3
212,212,019_60c9d78a7e_o.jpg,0.548611,0.5756939999999999,0.380668,0.49284,Person,834b2692f18646a3
213,213,019_60c9d78a7e_o.jpg,0.5875,0.616667,0.380668,0.51074,Person,834b2692f18646a3
214,214,019_60c9d78a7e_o.jpg,0.6236109999999999,0.656944,0.372315,0.559666,Person,834b2692f18646a3
215,215,019_60c9d78a7e_o.jpg,0.640278,0.693056,0.375895,0.572792,Person,834b2692f18646a3
216,216,019_60c9d78a7e_o.jpg,0.8506940000000001,0.932639,0.338902,0.572792,Person,834b2692f18646a3
217,217,019_60c9d78a7e_o.jpg,0.948611,0.999306,0.318616,0.74105,Person,834b2692f18646a3
218,218,020_060efbf53b_o.jpg,0.54,0.999375,0.09465,0.997942,Person,b07b2e68e52b4cda
219,219,020_060efbf53b_o.jpg,0.063125,0.125,0.215021,0.400206,Mobile phone,b07b2e68e52b4cda
220,220,020_060efbf53b_o.jpg,0.199375,0.264375,0.5802470000000001,0.76749,Mobile phone,b07b2e68e52b4cda
221,221,020_060efbf53b_o.jpg,0.468125,0.526875,0.4362140000000001,0.622428,Mobile phone,b07b2e68e52b4cda
222,222,020_060efbf53b_o.jpg,0.54875,0.630625,0.5802470000000001,0.819959,Mobile phone,b07b2e68e52b4cda
223,223,020_060efbf53b_o.jpg,0.714375,0.773125,0.373457,0.556584,Mobile phone,b07b2e68e52b4cda
224,224,020_060efbf53b_o.jpg,0.85,0.95125,0.554527,0.822016,Mobile phone,b07b2e68e52b4cda
225,225,020_418ffed5f3_o.jpg,0.394375,0.62875,0.24015,0.794559,Mobile phone,0a4244f8a9185bad
226,226,021_1e71983c03_o.jpg,0.08349,0.999062,0.70125,0.999375,Guitar,015779293d45c03d
227,227,021_bd58b83de6_o.jpg,0.044375,0.9375,0.114167,0.959167,Car,d38f6404482c7f77
228,228,021_bd58b83de6_o.jpg,0.875,0.9825,0.188333,0.4325,Car,d38f6404482c7f77
229,229,021_bd58b83de6_o.jpg,0.98375,0.999375,0.195,0.243333,Car,d38f6404482c7f77
230,230,021_e18870f618_o.jpg,0.0,0.142188,0.81875,0.975,Mobile phone,4a1bc7dc989f44a8
231,231,021_f7fbca6eb5_o.jpg,0.555625,0.7425,0.307692,0.771107,Mobile phone,90cafcade75101e6
232,232,021_fc02e824b2_o.jpg,0.00875,0.38375,0.075047,0.979362,Person,d6239779e5cbc196
233,233,021_fc02e824b2_o.jpg,0.266875,0.424375,0.0,0.19606,Person,d6239779e5cbc196
234,234,021_fc02e824b2_o.jpg,0.8075,0.999375,0.365854,0.999062,Person,d6239779e5cbc196
235,235,022_0c77b63731_o.jpg,0.236875,0.700625,0.08630399999999999,0.999062,Person,c8c2b0455950080b
236,236,022_0c77b63731_o.jpg,0.31,0.549375,0.34427800000000003,0.999062,Guitar,c8c2b0455950080b
237,237,022_51a320c8f1_o.jpg,0.165,0.840625,0.0041670000000000006,0.985,Mobile phone,1eb2d020dd0c9432
238,238,022_51a320c8f1_o.jpg,0.0,0.925625,0.3175,0.999167,Person,1eb2d020dd0c9432
239,239,022_94e79f7703_o.jpg,0.098438,0.8265629999999999,0.126563,0.998438,Person,3dcb805d744cbe7e
240,240,022_94e79f7703_o.jpg,0.703125,0.8,0.35,0.514063,Mobile phone,3dcb805d744cbe7e
241,241,023_225d7e14b7_o.jpg,0.055,0.803125,0.5633100000000001,0.919242,Car,d9a69c68e695a518
242,242,023_3634b1035c_o.jpg,0.630332,0.988152,0.6491560000000001,0.794246,Guitar,2c834feb20f767e8
243,243,023_851abbe52c_o.jpg,0.542253,0.861972,0.2,0.8857139999999999,Person,7ac6d1db0994d588
244,244,023_851abbe52c_o.jpg,0.0,0.088732,0.357143,0.8128569999999999,Person,7ac6d1db0994d588
245,245,024_0e253bd81c_o.jpg,0.035789,0.242105,0.18,0.249474,Car,818bce7e3b9b537b
246,246,024_0e253bd81c_o.jpg,0.07157899999999999,0.343158,0.225263,0.334737,Car,818bce7e3b9b537b
247,247,024_0e253bd81c_o.jpg,0.134737,0.404211,0.627368,0.747368,Car,818bce7e3b9b537b
